date_iso,date,title,content,image,video
2020-04-14T18:59:00,"14 avr. 2020 à 18:59","Au moment où nous avons posté nos 2 vidéos #entoijevoisdemain hommage à Joseph Arthur samedi dernier (https://zcu.io/...","Au moment où nous avons posté nos 2 vidéos #entoijevoisdemain hommage à Joseph Arthur samedi dernier (https://zcu.io/iBCB), nous ne savions pas que cet album fêtait, jour pour jour, les 20 ans de sa sortie dans les bacs ... Ni que Joseph Arthur likerait un de nos tweets ♥","photos_and_videos/Photosdujournal_Eix909TVeA/93571786_256158075777399_7614536365048332288_o_256158069110733.jpg",""
2020-04-14T09:00:00,"14 avr. 2020 à 09:00","Alors, le 🔴Live #entoijevoisdemain de samedi ? 🤩Excellent,  🤘Très bien, 👍Sympa ou 🙄bof ? Coller l'émoji qui vous conv...","Alors, le 🔴Live #entoijevoisdemain de samedi ? 🤩Excellent,  🤘Très bien, 👍Sympa ou 🙄bof ? Coller l'émoji qui vous convient après avoir écouté ⤵  https://zcu.io/GKSUMis à jour : 14 avr. 2020 à 09:00","",""
2020-04-13T19:29:00,"13 avr. 2020 à 19:29","✅ Un 30e Tipeur vient de soutenir le projet #entoijevoisdemain  📢 Plus que 41€ de participation mensuel et on franchi...","✅ Un 30e Tipeur vient de soutenir le projet #entoijevoisdemain  📢 Plus que 41€ de participation mensuel et on franchi le prochain objectif ! Rejoignez-nous ! ⤵  https://zcu.io/InfyMis à jour : 13 avr. 2020 à 19:29","",""
2020-04-13T09:00:00,"13 avr. 2020 à 09:00","""Il arrive à construire des ambiances vraiment démentes !"" Joseph Arthur est un artiste exceptionnel. Découvrez-le à ...","""Il arrive à construire des ambiances vraiment démentes !"" Joseph Arthur est un artiste exceptionnel. Découvrez-le à travers les yeux de Nico Sarro dans le dernier épisode du 🎬Vlog #entoijevoisdemain ⤵  https://zcu.io/YAJxMis à jour : 13 avr. 2020 à 09:00","",""
2020-04-12T19:29:00,"12 avr. 2020 à 19:29","Enorme merci à Laurent qui nous a rejoint sur Tipeee pour soutenir le projet #entoijevoisdemain ! Plus que 54€ et on ...","Enorme merci à Laurent qui nous a rejoint sur Tipeee pour soutenir le projet #entoijevoisdemain ! Plus que 54€ et on atteint définitivement l'objectif qui permettra de débloquer 2 🔴cover supplémentaires que les Tipeuses et Tipeurs pourront choisir !! https://zcu.io/lcHxMis à jour : 12 avr. 2020 à 19:29","",""
2020-04-12T09:30:00,"12 avr. 2020 à 09:30","Encore une belle journée pour écouter de la bonne musique ! Ne loupez pas la dernière vidéo #entoijevoisdemain ⤵  htt...","Encore une belle journée pour écouter de la bonne musique ! Ne loupez pas la dernière vidéo #entoijevoisdemain ⤵  https://zcu.io/UpbMMis à jour : 12 avr. 2020 à 09:30","",""
2020-04-11T19:36:00,"11 avr. 2020 à 19:36","","","",""
2020-04-11T19:02:00,"11 avr. 2020 à 19:02","In The Sun de Joseph Arthur, très belle version de cette chanson qui est d'actualité aujourd'hui ! ☀️☀️☀️","In The Sun de Joseph Arthur, très belle version de cette chanson qui est d'actualité aujourd'hui ! ☀️☀️☀️","",""
2020-04-11T17:46:00,"11 avr. 2020 à 17:46","In The Sun de Joseph Arthur, très belle version de cette chanson qui est d'actualité aujourd'hui ! ☀️☀️☀️","In The Sun de Joseph Arthur, très belle version de cette chanson qui est d'actualité aujourd'hui ! ☀️☀️☀️","",""
2020-04-11T17:44:00,"11 avr. 2020 à 17:44","In The Sun de Joseph Arthur, très belle version de cette chanson qui est d'actualité aujourd'hui ! ☀️☀️☀️","In The Sun de Joseph Arthur, très belle version de cette chanson qui est d'actualité aujourd'hui ! ☀️☀️☀️","",""
2020-04-11T12:50:00,"11 avr. 2020 à 12:50","21e semaine du projet #entoijevoisdemain.","21e semaine du projet #entoijevoisdemain.\n21e 🔴🎬Live, un cover irrésistible de @[10255413987:274:Joseph Arthur] par @[750928865:2048:Nico Sarro], et\n21e Vlog, pour parler de cet incroyable artiste.  ⤵ \nhttps://zcu.io/kEZ5","photos_and_videos/Photosdujournal_Eix909TVeA/92850582_253385352721338_2963826819230334976_o_253385346054672.jpg",""
2020-04-10T09:00:00,"10 avr. 2020 à 09:00","Demain, un nouveau 🔴Live et un nouveau 🎬Vlog pour parler d'une influence importante dans la démarche artistique de Ni...","Demain, un nouveau 🔴Live et un nouveau 🎬Vlog pour parler d'une influence importante dans la démarche artistique de Nico Sarro. ;)\n#entoijevoisdemain","photos_and_videos/Photosdujournal_Eix909TVeA/92741158_252464386146768_252367583913705472_n_252464382813435.png",""
2020-04-09T20:06:00,"9 avr. 2020 à 20:06","Musique du soir... La beauté douce amer de #Bashung, sublimée par ce talent passé en dehors des radars du système... ...","Musique du soir... La beauté douce amer de #Bashung, sublimée par ce talent passé en dehors des radars du système... #entoijevoisdemain #Sarro #cover https://zcu.io/cdsGMis à jour : 9 avr. 2020 à 20:06","",""
2020-04-09T09:46:00,"9 avr. 2020 à 09:46","Chris Cornell, Eddie Vedder, Mike Patton... une bonne brochette de chanteurs de la scène rock des années 90.","Chris Cornell, Eddie Vedder, Mike Patton... une bonne brochette de chanteurs de la scène rock des années 90.\nQuelle est parmi ces 3, votre 🔴cover #entoiejvoisdemain préférée ?\n#ChantChangeMe #Footsteps ou #DiggingTheGrave ?","photos_and_videos/Photosdujournal_Eix909TVeA/92667000_251703642889509_5413061696782598144_o_251703639556176.jpg",""
2020-04-08T17:06:00,"8 avr. 2020 à 17:06","","","",""
2020-04-08T08:55:00,"8 avr. 2020 à 08:55","Vous-savez-qui (le bleu) n'aime pas faire de la pub pour des vidéos de son concurrent vous-savez-qui (l'autre, le rou...","Vous-savez-qui (le bleu) n'aime pas faire de la pub pour des vidéos de son concurrent vous-savez-qui (l'autre, le rouge).\nAlors on va faire un test ensemble ce matin  :\n⏩Si vous avez vu la vidéo #entoijevoisdemain du magnifique cover de Pearl Jam de Nico Sarro, 📣dites-le nous !","photos_and_videos/Photosdujournal_Eix909TVeA/92456535_250880746305132_3693520159135236096_o_250880739638466.jpg",""
2020-04-07T18:00:00,"7 avr. 2020 à 18:00","🎉🎈🎊 Nous avons accueilli 3 nouveaux Tipeurs cette dernière semaine ! Vous aussi, pour quelques euros, rejoignez-nous ...","🎉🎈🎊 Nous avons accueilli 3 nouveaux Tipeurs cette dernière semaine ! Vous aussi, pour quelques euros, rejoignez-nous et soutenez ce projet de fou, d'autant plus difficile à réaliser en période de confinement (mais on s'accroche !). MERCI ⤵  https://zcu.io/i9nOMis à jour : 7 avr. 2020 à 18:00","",""
2020-04-07T08:50:00,"7 avr. 2020 à 08:50","On parle de #Grunge, de #PearlJam évidemment, mais aussi de #Nirvana t de #KurtCobain ! Un excellent 🎬Vlog dispo en c...","On parle de #Grunge, de #PearlJam évidemment, mais aussi de #Nirvana t de #KurtCobain ! Un excellent 🎬Vlog dispo en cliquant sur le lien ⤵  https://zcu.io/9d9qMis à jour : 7 avr. 2020 à 08:50","",""
2020-04-06T19:55:00,"6 avr. 2020 à 19:55","Cela faisait longtemps qu'on l'avait pas relayée ce Live-là! Du Balavoine chanté par Nico Sarro, ça a quand même de l...","Cela faisait longtemps qu'on l'avait pas relayée ce Live-là! Du Balavoine chanté par Nico Sarro, ça a quand même de la gueule. Et le titre sonne différemment en cette période... https://zcu.io/HqSdMis à jour : 6 avr. 2020 à 19:55","",""
2020-04-06T09:30:00,"6 avr. 2020 à 09:30","Vous avez loupé le 🔴Live du week-end ? ","Vous avez loupé le 🔴Live du week-end ? \n#PearlJam en mode #entoijevoisdemain\nMagnifique !!\nhttps://zcu.io/cTi0","photos_and_videos/Photosdujournal_Eix909TVeA/92133487_249374226455784_2065665998479949824_o_249374223122451.jpg",""
2020-04-05T23:28:00,"5 avr. 2020 à 23:28","","","",""
2020-04-05T18:00:00,"5 avr. 2020 à 18:00","Layne Staley, le chanteur d'Alice in chains est mort aussi un 5 avril, d'une overdose... L'hommage de #entoijevoisdem...","Layne Staley, le chanteur d'Alice in chains est mort aussi un 5 avril, d'une overdose... L'hommage de #entoijevoisdemain avec ce cover de #Would, magnifique titre super efficace du groupe de Seattle ⤵  https://zcu.io/Md2tMis à jour : 5 avr. 2020 à 18:00","",""
2020-04-05T13:00:00,"5 avr. 2020 à 13:00","Nouveau cover du week-end, une version 🔴Live de #PearlJam qui met les poils! Bon dimanche avec #entoijevoisdemain   h...","Nouveau cover du week-end, une version 🔴Live de #PearlJam qui met les poils! Bon dimanche avec #entoijevoisdemain   https://zcu.io/eGmlMis à jour : 5 avr. 2020 à 13:00","",""
2020-04-05T09:37:00,"5 avr. 2020 à 09:37","Il y a 26 ans (!), Kurt Cobain se suicidait et donnait un sens profond à la mode du Grunge et la formidable scène roc...","Il y a 26 ans (!), Kurt Cobain se suicidait et donnait un sens profond à la mode du Grunge et la formidable scène rock de Seattle des années 90. Grace Prod souhaitait rendre hommage à ce songwritter fantastique en cette journée. Prenez-soin de vous... et des autres ! https://zcu.io/KzCCMis à jour : 5 avr. 2020 à 09:37","",""
2020-04-05T08:33:00,"5 avr. 2020 à 08:33","Magnifique titre de Pearl Jam !","Magnifique titre de Pearl Jam !","",""
2020-04-04T11:01:00,"4 avr. 2020 à 11:01","Magnifique titre de Pearl Jam !","Magnifique titre de Pearl Jam !","",""
2020-04-04T11:01:00,"4 avr. 2020 à 11:01","Magnifique titre de Pearl Jam !","Magnifique titre de Pearl Jam !","",""
2020-04-04T09:45:00,"4 avr. 2020 à 09:45","20 semaines, 20 🔴Live #entoijevoisdemain.","20 semaines, 20 🔴Live #entoijevoisdemain.\nCette semaine ? Un cover d'un des plus grands groupes de Seattle, #PearlJam, et le premier 🎬Vlog ""à distance"" en mode confinement.\nEnjoy et merci ! ⤵ \nhttps://zcu.io/e84k","photos_and_videos/Photosdujournal_Eix909TVeA/91921950_247774029949137_5766440370263031808_o_247774026615804.jpg",""
2020-04-04T07:21:00,"4 avr. 2020 à 07:21","📣Rendez-vous à 9:45 pour la diffusion en Youtube Première du 🔴Live et du 🎬 Vlog de cette semaine !","📣Rendez-vous à 9:45 pour la diffusion en Youtube Première du 🔴Live et du 🎬 Vlog de cette semaine !\n🤘PEARL JAM baby ! ⤵ \nhttps://zcu.io/au3z","photos_and_videos/Photosdujournal_Eix909TVeA/92246548_247690306624176_6648056620506939392_n_247690303290843.jpg",""
2020-04-03T12:08:00,"3 avr. 2020 à 12:08","Rendez-vous demain pour le premier 🔴Live et  Vlog #entoijevoisdemain enregistrés en condition de confinement du au #c...","Rendez-vous demain pour le premier 🔴Live et  Vlog #entoijevoisdemain enregistrés en condition de confinement du au #coronavirus.\nOn espère que vous et vos proches allez bien. C'est le plus important !\nPour le reste, il y a la musique ⤵️ \nhttps://zcu.io/Cn71","photos_and_videos/Photosdujournal_Eix909TVeA/91982784_247061710020369_5610913312347783168_o_247061706687036.jpg",""
2020-04-02T11:50:00,"2 avr. 2020 à 11:50","📡📶Nous avons testé l'interview à distance pour continuer les 🎬Vlog du samedi malgré le confinement... et bien, ça pas...","📡📶Nous avons testé l'interview à distance pour continuer les 🎬Vlog du samedi malgré le confinement... et bien, ça passe crème. :)\nRendez-vous samedi pour 2 nouvelles vidéos #entoijevoisdemain\nEt en attendant, restez à jour ⤵ \nhttps://zcu.io/VWws","photos_and_videos/Photosdujournal_Eix909TVeA/92129543_246233556769851_1367178486493478912_o_246233553436518.jpg",""
2020-04-01T19:51:00,"1 avr. 2020 à 19:51","#entoijevoisdemain c'est ;","#entoijevoisdemain c'est ;\n4 mois de diffusion hebdomadaire\n39 vidéos publiées (+1 vidéo exclu pour nos tipeurs)\n60 mn de musique live à écouter et réécouter !\n...et ce soir, grâce à vous, on franchit la barre des 20k vues !\nMERCI 🙏\nhttps://zcu.io/xm08","photos_and_videos/Photosdujournal_Eix909TVeA/91931605_245750863484787_1406339873744355328_o_245750860151454.jpg",""
2020-03-31T18:00:00,"31 mars 2020 à 18:00","L'avant-dernier 🔴Live a rassemblé moins de vues en une semaine que le dernier en 3 jours...  Des fois, Youtube, on te...","L'avant-dernier 🔴Live a rassemblé moins de vues en une semaine que le dernier en 3 jours...  Des fois, Youtube, on te comprend pas... il est énorme ce titre !!! ⤵  https://zcu.io/bomwMis à jour : 31 mars 2020 à 18:00","",""
2020-03-31T08:50:00,"31 mars 2020 à 08:50","📣 #MikePatton : ""le chanteur ultime"", ""il est no limite"", ""c'est l'Everest""... Un 🎬Vlog passionnant sur l'influence d...","📣 #MikePatton : ""le chanteur ultime"", ""il est no limite"", ""c'est l'Everest""... Un 🎬Vlog passionnant sur l'influence du chanteur de #FaithNoMore et autres #MrBungle et sur l'aspect physique du chant ! PASSIONNANT !! ⤵  https://zcu.io/Rx9hMis à jour : 31 mars 2020 à 08:50","",""
2020-03-30T17:28:00,"30 mars 2020 à 17:28","🙏🎬🤘La 6e vidéo #entoijevoisdemain à passer les 1k vues est notre explication du projet. MERCI ! Allez, confiné ou pas...","🙏🎬🤘La 6e vidéo #entoijevoisdemain à passer les 1k vues est notre explication du projet. MERCI ! Allez, confiné ou pas, on avance et on espère pouvoir vous proposer un titre enregistré ""à distance"" ce samedi. https://zcu.io/3Dr6Mis à jour : 30 mars 2020 à 17:28","",""
2020-03-30T08:50:00,"30 mars 2020 à 08:50","Vous avez loupé le 🔴Live de samedi ? 🎹🎤Une version puissante mais piano/voix (!) du titre rock #DiggingTheGrave de #F...","Vous avez loupé le 🔴Live de samedi ? 🎹🎤Une version puissante mais piano/voix (!) du titre rock #DiggingTheGrave de #FaithNoMore !!! Pas mal, quand on sait que le chanteur du titre original est un certain #MikePatton... ⤵  https://zcu.io/LH1QMis à jour : 30 mars 2020 à 08:50","",""
2020-03-29T10:00:00,"29 mars 2020 à 10:00","ça pique un peu ce matin le changement d'heure ? Bon, mais alors, vous en avez pensé quoi de cette version 🔴Live de #...","ça pique un peu ce matin le changement d'heure ? Bon, mais alors, vous en avez pensé quoi de cette version 🔴Live de #DiggingTheGrave de #FaithNoMore ? Vous avez réécouter la version originale avant (ou après) ? ⤵   https://zcu.io/4LP5Mis à jour : 29 mars 2020 à 10:00","",""
2020-03-28T20:08:00,"28 mars 2020 à 20:08","Mis à jour : 28 mars 2020 à 20:08","Mis à jour : 28 mars 2020 à 20:08","",""
2020-03-28T12:18:00,"28 mars 2020 à 12:18","Hommage à Mike Patton pour ce chanteur français avec un piano voix qui déboîte !","Hommage à Mike Patton pour ce chanteur français avec un piano voix qui déboîte !","",""
2020-03-28T12:04:00,"28 mars 2020 à 12:04","Hommage à Mike Patton avec un piano voix qui déboîte !","Hommage à Mike Patton avec un piano voix qui déboîte !","",""
2020-03-28T12:03:00,"28 mars 2020 à 12:03","Hommage à Mike Patton avec un piano voix qui déboîte !","Hommage à Mike Patton avec un piano voix qui déboîte !","",""
2020-03-28T09:45:00,"28 mars 2020 à 09:45","⚠ Va-t-on continuer #entoijevoisdemain pendant le confinement ?","⚠ Va-t-on continuer #entoijevoisdemain pendant le confinement ?\nRéponse dans le 🎬Vlog... mais quoi qu'il en soit, vous pouvez mater dès maintenant les deux dernières vidéos.\nSpéciale dédicace à Mike Patton : un piano-voix... très (très) rock 🤘!! ⤵ \nhttps://zcu.io/D90g","photos_and_videos/Photosdujournal_Eix909TVeA/91282874_242039180522622_7681875177302392832_o_242039173855956.jpg",""
2020-03-27T21:20:00,"27 mars 2020 à 21:20","1⃣0⃣0⃣0⃣ Après Blanc, Who Wants To Live Forever, Renee, Big In Japan et désormais And I Love Her de #TheBeatles, la p...","1⃣0⃣0⃣0⃣ Après Blanc, Who Wants To Live Forever, Renee, Big In Japan et désormais And I Love Her de #TheBeatles, la prochaine vidéo toute proche des 1k vues, c'est la première vidéo #entoijevoisdemain qui explique le projet en 3 mn ! ⤵  https://zcu.io/bEdgMis à jour : 27 mars 2020 à 21:20","",""
2020-03-27T08:45:00,"27 mars 2020 à 08:45","Comment continuer #entoijevoisdemain en période de confinement et de virus ?","Comment continuer #entoijevoisdemain en période de confinement et de virus ?\nRéponse demain dans le 🎬Vlog !\nEt pour le 🔴Live, un indice dans ce visuel... pour les rockers qui ont une (très) bonne mémoire des clips des années 90 ! 😅\nEn attendant ⤵ \nhttps://zcu.io/YSMk","photos_and_videos/Photosdujournal_Eix909TVeA/91130362_241142697278937_8626057307068825600_o_241142687278938.jpg",""
2020-03-26T21:00:00,"26 mars 2020 à 21:00","Et une 5e vidéo prête à dépasser les 1000 vues ! Cette fois, c'est le cover #AndILoveHer de #TheBeatles MERCI ! https...","Et une 5e vidéo prête à dépasser les 1000 vues ! Cette fois, c'est le cover #AndILoveHer de #TheBeatles MERCI ! https://zcu.io/ppv5Mis à jour : 26 mars 2020 à 21:00","",""
2020-03-26T11:03:00,"26 mars 2020 à 11:03","Avant le confinement, on a eu la chance d'enregistrer 🔴live le titre qu'on va vous proposer dans deux jours. 🎹Un pian...","Avant le confinement, on a eu la chance d'enregistrer 🔴live le titre qu'on va vous proposer dans deux jours. 🎹Un piano voix très (très) rock. 🤘\nRendez-vous samedi à 10h sur la chaîne Youtube #entoiejvoisdemain\nPortez-vous bien !\nPhoto © @[100000795627022:2048:Stephanie Böhm]","photos_and_videos/Photosdujournal_Eix909TVeA/90713540_240356440690896_8733208877018906624_o_240356437357563.jpg",""
2020-03-25T18:59:00,"25 mars 2020 à 18:59","Hello les Tipeuses et Tipeurs du projet #entoijevoisdemain ! Nous ouvrons enfin le Discord, où vous pourrez communiqu...","Hello les Tipeuses et Tipeurs du projet #entoijevoisdemain ! Nous ouvrons enfin le Discord, où vous pourrez communiquer directement entre vous ET avec l'équipe de Grace Prod, et Nico Sarro. Notre salon dématérialisé à nous. :) Les autres ? Soutenez-nous : https://zcu.io/D233Mis à jour : 25 mars 2020 à 18:59","",""
2020-03-24T17:21:00,"24 mars 2020 à 17:21","C'est au tour du 🔴 Live #BigInJapan d'atteindre la barre des 1k vues ! MERCI. Du côté de l'équipe #entoijevoisdemain,...","C'est au tour du 🔴 Live #BigInJapan d'atteindre la barre des 1k vues ! MERCI. Du côté de l'équipe #entoijevoisdemain, on aime tellement cette version. 🙂  A très vite, et prenez soin de vous !Mis à jour : 24 mars 2020 à 17:21","",""
2020-03-23T17:03:00,"23 mars 2020 à 17:03","1000 vues ! Magnifique cover. A écouter absolument, et si possible au calme... dans un bain chaud ! Mais oui, c'est c...","1000 vues ! Magnifique cover. A écouter absolument, et si possible au calme... dans un bain chaud ! Mais oui, c'est cool les bains chauds. :)Mis à jour : 23 mars 2020 à 17:03","",""
2020-03-23T08:45:00,"23 mars 2020 à 08:45","La voix de Nico Sarro en 🔴 Live quand ça part rock comme sur ce titre puissant de #AliceInChains ! A écouter ici ⤵  h...","La voix de Nico Sarro en 🔴 Live quand ça part rock comme sur ce titre puissant de #AliceInChains ! A écouter ici ⤵  https://zcu.io/jtcoMis à jour : 23 mars 2020 à 08:45","",""
2020-03-22T10:00:00,"22 mars 2020 à 10:00","Avec le #coronavirus on se pose des questions sur le projet #entoijevoisdemain N'hésitez pas à regarder le 🎬 Vlog et ...","Avec le #coronavirus on se pose des questions sur le projet #entoijevoisdemain N'hésitez pas à regarder le 🎬 Vlog et nous dire ce que vous en pensez ! ⤵  https://zcu.io/9bMiMis à jour : 22 mars 2020 à 10:00","",""
2020-03-21T19:40:00,"21 mars 2020 à 19:40","Il y a eu deux nouvelles vidéos ce matin, mais comme il y aura bientôt 1k vues pour ce cover sublime de #TalkTalk, on...","Il y a eu deux nouvelles vidéos ce matin, mais comme il y aura bientôt 1k vues pour ce cover sublime de #TalkTalk, on voulait vous dire... merci ! :) https://zcu.io/437uMis à jour : 21 mars 2020 à 19:40","",""
2020-03-21T12:02:00,"21 mars 2020 à 12:02","Voix et version sublimes de ce magnifique titre de #Bashung","Voix et version sublimes de ce magnifique titre de #Bashung","",""
2020-03-21T10:13:00,"21 mars 2020 à 10:13","Voix et version sublimes de ce magnifique titre de #Bashung","Voix et version sublimes de ce magnifique titre de #Bashung","",""
2020-03-21T10:10:00,"21 mars 2020 à 10:10","Cover Alice in Chains en acoustique avec de l'énergie et une voix dingue !","Cover Alice in Chains en acoustique avec de l'énergie et une voix dingue !","",""
2020-03-21T10:00:00,"21 mars 2020 à 10:00","Confinement, maladie... Restons accrochés. La musique. Sans trucage.","Confinement, maladie... Restons accrochés. La musique. Sans trucage.\n🔴 Un cover d' #AliceInChains qui décolle les tympans !\n🎬 Un Vlog, pour parler du moment où Nico se met à la guitare.\nLa phase 2 sur l'adolescence tire à sa fin. ⤵ \nhttps://zcu.io/BCKS \n#entoijevoisdemain","photos_and_videos/Photosdujournal_Eix909TVeA/90749482_235763014483572_5954402248103559168_o_235763007816906.jpg",""
2020-03-20T12:56:00,"20 mars 2020 à 12:56","Il y aura bien un nouveau 🔴 Live demain, qui viendra s'ajouter à la playlist actuelle #entoijevoisdemain :","Il y aura bien un nouveau 🔴 Live demain, qui viendra s'ajouter à la playlist actuelle #entoijevoisdemain :\nhttps://zcu.io/tXAt \n\n...et un nouveau 🎬 Vlog aussi, où l'on vous dira on en est dans cette situation si troublée. A demain !","photos_and_videos/Photosdujournal_Eix909TVeA/90595423_235034811223059_7543941512317370368_o_235034804556393.jpg",""
2020-03-19T12:30:00,"19 mars 2020 à 12:30","Face à l'adversité, redresser l'échine. On se pose des questions pour #entoijevoisdemain, et Damien vous en parlera d...","Face à l'adversité, redresser l'échine. On se pose des questions pour #entoijevoisdemain, et Damien vous en parlera dans le vlog de samedi. En attendant, un peu de musique qui nous unit. Portez-vous bien.Mis à jour : 19 mars 2020 à 12:30","",""
2020-03-18T19:22:00,"18 mars 2020 à 19:22","","","",""
2020-03-17T08:50:00,"17 mars 2020 à 08:50","""Pour moi, Bashung est un des meilleurs interprète que l'on ait eu."" Si vous aimez #Bashung et les questionnements au...","""Pour moi, Bashung est un des meilleurs interprète que l'on ait eu."" Si vous aimez #Bashung et les questionnements autour la langue français dans le rock, ce Vlog #entoijevoisdemain est pour vous.Mis à jour : 17 mars 2020 à 08:50","",""
2020-03-16T18:43:00,"16 mars 2020 à 18:43","""Aucun express ne m'emmènera vers la félicité..."" Sublime Bashung. Ce qu'il nous faut. ⤵  https://zcu.io/Vn1iMis à jo...","""Aucun express ne m'emmènera vers la félicité..."" Sublime Bashung. Ce qu'il nous faut. ⤵  https://zcu.io/Vn1iMis à jour : 16 mars 2020 à 18:43","",""
2020-03-16T09:58:00,"16 mars 2020 à 09:58","En ce lundi troublé, l'équipe de Grace prod et #entoijevoisdemain pense au plus important : prenez soin de vous et de...","En ce lundi troublé, l'équipe de Grace prod et #entoijevoisdemain pense au plus important : prenez soin de vous et des plus fragiles. Suivez les règles d'hygiène et de confinement, qui, en cas d'épidémie, sont nos seuls possibilités d'actions efficaces. #ensemble","",""
2020-03-15T15:21:00,"15 mars 2020 à 15:21","En ce début de #confinement #Covid19, un peu de plaisir musical, doux amer... Prenez soin de vous. https://zcu.io/A2k...","En ce début de #confinement #Covid19, un peu de plaisir musical, doux amer... Prenez soin de vous. https://zcu.io/A2kAMis à jour : 15 mars 2020 à 15:21","",""
2020-03-14T10:00:00,"14 mars 2020 à 10:00","🎧 😭🙏  Sublime version acoustique...","🎧 😭🙏  Sublime version acoustique...\n11 ans.\n#hommage\n#AlainBashung\n#entoijevoisdemain\n#Live17 ⤵ \nhttps://zcu.io/0715","photos_and_videos/Photosdujournal_Eix909TVeA/89487557_230049938388213_8898443149433634816_o_230049928388214.jpg",""
2020-03-13T09:00:00,"13 mars 2020 à 09:00","A demain ! ","A demain ! \n#entoijevoisdemain\n#hommage","photos_and_videos/Photosdujournal_Eix909TVeA/89514701_229216348471572_6861921673742909440_o_229216345138239.jpg",""
2020-03-12T19:10:00,"12 mars 2020 à 19:10","🎙🔥 Nico Sarro est en live sur Radio B à 17:15 pour parler du projet #entoijevoisdemain dans l'émission Au terminus de...","🎙🔥 Nico Sarro est en live sur Radio B à 17:15 pour parler du projet #entoijevoisdemain dans l'émission Au terminus des prétentieux avec Michel Celso !\nVite, suivez le lien ! ⤵ \nhttps://zcu.io/L0zG","photos_and_videos/Photosdujournal_Eix909TVeA/89693128_228769661849574_4942085663391481856_o_228769655182908.jpg",""
2020-03-12T09:00:00,"12 mars 2020 à 09:00","BTampfacebook.com","BTampfacebook.com","",""
2020-03-11T18:00:00,"11 mars 2020 à 18:00","🙏 Un grand (très grand) merci à nos 2 nouveaux Tipeurs arrivés ces dernières 24 heures ! Des artistes à suivre par ai...","🙏 Un grand (très grand) merci à nos 2 nouveaux Tipeurs arrivés ces dernières 24 heures ! Des artistes à suivre par ailleurs... Damien vous parlera d'eux sans doute lors d'un prochain vlog #entoijevoisdemain ! #soutienauxartistes Bonne soirée !Mis à jour : 11 mars 2020 à 18:00","",""
2020-03-11T12:10:00,"11 mars 2020 à 12:10","","","",""
2020-03-10T09:00:00,"10 mars 2020 à 09:00","""Quand tu faisais un combat, c'était 3 mn au taquet. Pendant 15 mn, tu combattais pas. Et puis tu revenais pendant 3 ...","""Quand tu faisais un combat, c'était 3 mn au taquet. Pendant 15 mn, tu combattais pas. Et puis tu revenais pendant 3 mn. Et 3 minutes... c'est la durée d'une chanson ! 😊"" ▶ Un 🎬 Vlog passionnant : quand les arts martiaux et le chant se mélangent dans le corps de Nico Sarro !Mis à jour : 10 mars 2020 à 09:00","",""
2020-03-09T09:00:00,"9 mars 2020 à 09:00","Le 🔴 Live de samedi, c'était un titre de Nico Sarro qui a donné son nom au premier album de son groupe en 2007. La ve...","Le 🔴 Live de samedi, c'était un titre de Nico Sarro qui a donné son nom au premier album de son groupe en 2007. La version #entoijevoisdemain est magnifique, sensible et puissante. Bonne écoute ! ⤵Mis à jour : 9 mars 2020 à 09:00","",""
2020-03-08T22:48:00,"8 mars 2020 à 22:48","Super titre rock de Nico Sarro !","Super titre rock de Nico Sarro !","",""
2020-03-08T17:00:00,"8 mars 2020 à 17:00","Dimanche... fin de journée... Le moment idéal pour mater les 2 vidéos du w-e #entoijevoisdemain","Dimanche... fin de journée... Le moment idéal pour mater les 2 vidéos du w-e #entoijevoisdemain\nUn 🔴 Live 🤘 d'un track de Nico\nUn 🎬 Vlog kiffant sur les arts martiaux et le chant\nC'est cool de pouvoir vous proposer de si beaux contenus ! ⤵ \nhttps://zcu.io/3GEN","photos_and_videos/Photosdujournal_Eix909TVeA/87832840_225553475504526_4723192788294828032_o_225553468837860.jpg",""
2020-03-08T09:18:00,"8 mars 2020 à 09:18","Il ne manque que 5 clics pour atteindre les 100 j'aime sur la vidéo du 🔴 Live #1 #entoijevoisdemain !","Il ne manque que 5 clics pour atteindre les 100 j'aime sur la vidéo du 🔴 Live #1 #entoijevoisdemain !\nCela n'a l'air de rien, mais chacun de vos petits clics est d'une grande aide pour faire circuler les vidéos sur l'immense réseau Youtube !\nMERCI ! 🙏","photos_and_videos/Photosdujournal_Eix909TVeA/88321347_225204222206118_1960343822604959744_o_225204218872785.jpg",""
2020-03-07T13:12:00,"7 mars 2020 à 13:12","A découvrir d'urgence !","A découvrir d'urgence !","",""
2020-03-07T13:11:00,"7 mars 2020 à 13:11","Beau et puissant !","Beau et puissant !","",""
2020-03-07T10:30:00,"7 mars 2020 à 10:30","C'est enfin samedi ! #entoijevoisdemain vous propose un passionnant 🎬 Vlog sur Nico et les arts martiaux (!), accompa...","C'est enfin samedi ! #entoijevoisdemain vous propose un passionnant 🎬 Vlog sur Nico et les arts martiaux (!), accompagné du 🔴 Live de Redresser l'échine, le titre qui a donné son nom au premier album de Sarro !\nEnjoy! ⤵ \nhttps://zcu.io/Hb1z","photos_and_videos/Photosdujournal_Eix909TVeA/89008692_224433578949849_200346678031548416_o_224433575616516.jpg",""
2020-03-06T21:54:00,"6 mars 2020 à 21:54","","","",""
